region_id;gr_age;smaf;milieu;wgt;live_rpa;live_ri;live_chsld;supplier_public;supplier_profit;prof_svc;para_svc;helper_svc;wait;costk
1;2;6;ri;0.0;0.0;1.0;0.0;1.0;0.0;13.762581855619885;100.0;46.603230188163174;0.0;0.98675
1;2;6;rpa;0.0;1.0;0.0;0.0;1.0;0.0;1.8777749323048814;30.239989482227138;9.773946898637499;0.0;0.04301462460262314
1;2;7;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;7;home;16.0;0.0;0.0;0.0;1.0;0.0;2.8598862598588624;7.665146928255974;0.0;0.0;0.0
1;2;7;ri;0.0;0.0;1.0;0.0;1.0;0.0;4.040320819547272;100.0;46.60323018816318;0.0;0.98675
1;2;7;rpa;20.0;1.0;0.0;0.0;1.0;0.0;5.131271334930252;43.39948837510653;0.0;0.0;0.0
1;2;8;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;8;home;4.0;0.0;0.0;0.0;1.0;0.0;4.085839942321558;0.0;0.0;0.0;0.0
1;2;8;ri;0.0;0.0;1.0;0.0;1.0;0.0;6.196431208941537;100.0;46.603230188163174;0.0;0.98675
1;2;8;rpa;0.0;1.0;0.0;0.0;1.0;0.0;3.397115211994828;46.29101741832327;3.7567087297838366;0.0;0.01653307690627778
1;2;9;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;9;home;28.0;0.0;0.0;0.0;1.0;0.0;4.743020616210804;52.17877700288464;10.80767463626308;0.0;0.0
1;2;9;ri;0.0;0.0;1.0;0.0;1.0;0.0;11.164271705718736;92.95208399647092;45.7026846772808;0.0;0.98675
1;2;9;rpa;30.0;1.0;0.0;0.0;1.0;0.0;6.296515989370133;44.88210694624286;24.447775351289344;0.0;0.10971343578626387
1;2;10;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;10;home;0.0;0.0;0.0;0.0;1.0;0.0;3.6705781963470323;19.082738905999776;6.013614278966193;0.0;0.0
1;2;10;ri;12.0;0.0;1.0;0.0;1.0;0.0;2.6749603651781975;92.95208399647086;46.603230188163174;0.0;0.98675
1;2;10;rpa;0.0;1.0;0.0;0.0;1.0;0.0;0.4312871483608139;32.133429790926044;7.718264390309739;0.0;0.019446395678753333
1;2;11;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333328
1;2;11;home;0.0;0.0;0.0;0.0;1.0;0.0;2.527758620689655;12.59492995409279;0.0;0.0;0.0
1;2;11;ri;8.0;0.0;1.0;0.0;1.0;0.0;1.2417267190501908;81.55565990494954;46.603230188163174;0.0;0.98675
1;2;11;rpa;0.0;1.0;0.0;0.0;1.0;0.0;14.521206533348597;37.36791081602082;12.279040827601984;0.0;0.03140238707833723
1;2;12;chsld;8.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;12;home;0.0;0.0;0.0;0.0;1.0;0.0;4.357669484115418;10.955220449079107;0.0;0.0;0.0
1;2;12;ri;0.0;0.0;1.0;0.0;1.0;0.0;4.102948976600058;83.80325683146388;46.60323018816318;0.0;0.98675
1;2;12;rpa;0.0;1.0;0.0;0.0;1.0;0.0;0.0;28.64396926911666;0.0;0.0;0.0
1;2;13;chsld;20.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;13;home;0.0;0.0;0.0;0.0;1.0;0.0;20.575076560556102;23.472829049599806;9.037760500167629;0.0;0.0
1;2;13;ri;0.0;0.0;1.0;0.0;1.0;0.0;2.5830594046764346;81.24437876027415;46.603230188163174;0.0;0.98675
1;2;13;rpa;0.0;1.0;0.0;0.0;1.0;0.0;14.521206533348597;37.36791081602082;12.279040827601984;0.0;0.03140238707833723
1;2;14;chsld;12.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;2;14;home;0.0;0.0;0.0;0.0;1.0;0.0;20.575076560556102;23.472829049599806;9.037760500167629;0.0;0.0
1;2;14;ri;4.0;0.0;1.0;0.0;1.0;0.0;1.597505409991176;69.11047803633711;46.603230188163174;0.0;0.98675
1;2;14;rpa;0.0;1.0;0.0;0.0;1.0;0.0;1.3635739122258068;80.72172062913214;0.0;0.0;0.0
1;3;1;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;1;home;4.0;0.0;0.0;0.0;1.0;0.0;100.0;0.0;71.41340083382966;0.0;0.0
1;3;1;ri;4.0;0.0;1.0;0.0;1.0;0.0;0.0;100.0;100.0;0.0;0.98675
1;3;1;rpa;1310.0;1.0;0.0;0.0;1.0;0.0;100.0;21.757702803564605;35.16726927605946;0.0;0.034371251905584044
1;3;2;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;2;home;56.0;0.0;0.0;0.0;1.0;0.0;93.79585909980432;41.29420551755368;2.5095618322048616;0.0;0.0
1;3;2;ri;0.0;0.0;1.0;0.0;1.0;0.0;6.685914088620489;91.80149512716388;50.97791554657604;0.0;0.9867500000000001
1;3;2;rpa;450.0;1.0;0.0;0.0;1.0;0.0;82.52885421839673;35.4337873168914;13.245159866354905;0.0;0.045464380238530916
1;3;3;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;3;home;172.0;0.0;0.0;0.0;1.0;0.0;8.369825671426794;17.47905827741817;3.7986499015024924;0.0;0.0
1;3;3;ri;0.0;0.0;1.0;0.0;1.0;0.0;6.685914088620489;91.80149512716388;50.97791554657604;0.0;0.9867500000000001
1;3;3;rpa;120.0;1.0;0.0;0.0;1.0;0.0;8.233012687857443;40.542472950161326;7.609009644953871;0.0;0.027240428986265833
1;3;4;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;4;home;644.0;0.0;0.0;0.0;1.0;0.0;14.628950849428515;22.72414756635647;6.101586053492685;0.0;0.0
1;3;4;ri;8.0;0.0;1.0;0.0;1.0;0.0;20.680064879056186;100.0;46.603230188163174;0.0;0.98675
1;3;4;rpa;470.0;1.0;0.0;0.0;1.0;0.0;15.025517799472901;36.94755621487765;10.701568256967404;0.0;0.04709703725697251
1;3;5;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;5;home;300.0;0.0;0.0;0.0;1.0;0.0;5.391627649189103;15.871346237177718;4.715826978878469;0.0;0.0
1;3;5;ri;8.0;0.0;1.0;0.0;1.0;0.0;10.394426936900034;100.0;46.603230188163174;0.0;0.98675
1;3;5;rpa;150.0;1.0;0.0;0.0;1.0;0.0;4.238922663791444;30.967927956980624;5.0987788649706465;0.0;0.019102326481679997
1;3;6;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;6;home;448.0;0.0;0.0;0.0;1.0;0.0;6.6842703980178015;25.08262244788;3.2906541915301784;0.0;0.0
1;3;6;ri;12.0;0.0;1.0;0.0;1.0;0.0;13.762581855619885;100.0;46.603230188163174;0.0;0.98675
1;3;6;rpa;110.0;1.0;0.0;0.0;1.0;0.0;3.7555498646097627;60.479978964454276;6.753467722641082;0.0;0.029721655117221284
1;3;7;chsld;4.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;7;home;304.0;0.0;0.0;0.0;1.0;0.0;4.014301391710908;19.864260654612885;4.169491175979629;0.0;0.0
1;3;7;ri;44.0;0.0;1.0;0.0;1.0;0.0;8.080641639094544;100.0;46.60323018816319;0.0;0.98675
1;3;7;rpa;150.0;1.0;0.0;0.0;1.0;0.0;4.294130861829087;50.26252941730729;6.527479587016669;0.0;0.028727093256046665
1;3;8;chsld;8.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;8;home;248.0;0.0;0.0;0.0;1.0;0.0;4.768838465474335;18.373848286881017;3.7862454259897405;0.0;0.0
1;3;8;ri;32.0;0.0;1.0;0.0;1.0;0.0;6.196431208941537;100.0;46.603230188163174;0.0;0.98675
1;3;8;rpa;90.0;1.0;0.0;0.0;1.0;0.0;3.397115211994828;46.29101741832327;3.7567087297838366;0.0;0.01653307690627778
1;3;9;chsld;12.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;9;home;212.0;0.0;0.0;0.0;1.0;0.0;5.859703907625911;17.12784596616518;4.851068058630284;0.0;0.0
1;3;9;ri;180.0;0.0;1.0;0.0;1.0;0.0;11.164271705718736;92.95208399647092;45.7026846772808;0.0;0.98675
1;3;9;rpa;110.0;1.0;0.0;0.0;1.0;0.0;5.463966222019847;27.984207330355567;5.863240144145445;0.0;0.02631225998320621
1;3;10;chsld;12.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;10;home;16.0;0.0;0.0;0.0;1.0;0.0;3.6705781963470323;19.082738905999776;6.013614278966193;0.0;0.0
1;3;10;ri;248.0;0.0;1.0;0.0;1.0;0.0;5.030344334557872;92.95208399647089;46.60323018816321;0.0;0.98675
1;3;10;rpa;0.0;1.0;0.0;0.0;1.0;0.0;0.4312871483608139;32.133429790926044;7.718264390309739;0.0;0.019446395678753333
1;3;11;chsld;212.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333328
1;3;11;home;8.0;0.0;0.0;0.0;1.0;0.0;2.527758620689655;12.59492995409279;0.0;0.0;0.0
1;3;11;ri;20.0;0.0;1.0;0.0;1.0;0.0;5.844621348687824;81.55565990494954;46.603230188163174;0.0;0.98675
1;3;11;rpa;0.0;1.0;0.0;0.0;1.0;0.0;14.521206533348597;37.36791081602082;12.279040827601984;0.0;0.03140238707833723
1;3;12;chsld;220.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333328
1;3;12;home;12.0;0.0;0.0;0.0;1.0;0.0;4.357669484115418;10.955220449079107;0.0;0.0;0.0
1;3;12;ri;28.0;0.0;1.0;0.0;1.0;0.0;5.337701271610283;83.80325683146388;46.60323018816318;0.0;0.98675
1;3;12;rpa;0.0;1.0;0.0;0.0;1.0;0.0;0.0;28.64396926911666;0.0;0.0;0.0
1;3;13;chsld;184.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333328
1;3;13;home;0.0;0.0;0.0;0.0;1.0;0.0;20.575076560556102;23.472829049599806;9.037760500167629;0.0;0.0
1;3;13;ri;0.0;0.0;1.0;0.0;1.0;0.0;2.5830594046764346;81.24437876027415;46.603230188163174;0.0;0.98675
1;3;13;rpa;0.0;1.0;0.0;0.0;1.0;0.0;14.521206533348597;37.36791081602082;12.279040827601984;0.0;0.03140238707833723
1;3;14;chsld;128.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
1;3;14;home;0.0;0.0;0.0;0.0;1.0;0.0;20.575076560556102;23.472829049599806;9.037760500167629;0.0;0.0
1;3;14;ri;0.0;0.0;1.0;0.0;1.0;0.0;1.198129057493382;69.11047803633711;46.603230188163174;0.0;0.98675
1;3;14;rpa;0.0;1.0;0.0;0.0;1.0;0.0;1.3635739122258068;80.72172062913214;0.0;0.0;0.0
2;1;1;chsld;0.0;0.0;0.0;1.0;1.0;0.0;98.73110685623799;84.82915361156606;100.0;0.0;1.5500833333333333
2;1;1;home;0.0;0.0;0.0;0.0;1.0;0.0;100.0;0.0;0.0;0.0;0.0
2;1;1;ri;0.0;0.0;1.0;0.0;1.0;0.0;100.0;100.0;100.0;0.0;0.98675
2;1;1;rpa;250.0;1.0;0.0;0.0;1.0;0.0;100.0;8.98517174512478;47.39840405002978;0.0;0.057124344247637335
2;1;2;chsld;0.0;0.0;0.0;1.0;1.0;0.0;98.73110685623799;84.82915361156606;100.0;0.0;1.5500833333333333
2;1;2;home;0.0;0.0;0.0;0.0;1.0;0.0;15.57324472451148;22.395736198987958;11.157251241072789;0.0;0.0
2;1;2;ri;0.0;0.0;1.0;0.0;1.0;0.0;15.455161490973268;90.91406038093763;50.07258382856547;0.0;0.9867500000000001
2;1;2;rpa;70.0;1.0;0.0;0.0;1.0;0.0;20.008658577687335;16.800626223091975;12.574904402607864;0.0;0.05840623604053333
2;1;3;chsld;0.0;0.0;0.0;1.0;1.0;0.0;98.73110685623799;84.82915361156606;100.0;0.0;1.5500833333333333
2;1;3;home;0.0;0.0;0.0;0.0;1.0;0.0;8.732686660517624;56.95150114155252;18.1790313111546;0.0;0.0
2;1;3;ri;0.0;0.0;1.0;0.0;1.0;0.0;15.455161490973268;90.91406038093763;50.07258382856547;0.0;0.9867500000000001
2;1;3;rpa;20.0;1.0;0.0;0.0;1.0;0.0;6.017152334287339;0.0;10.100001397819403;0.0;0.06171960781653332
2;1;4;chsld;0.0;0.0;0.0;1.0;1.0;0.0;98.73110685623799;84.82915361156606;100.0;0.0;1.5500833333333333
2;1;4;home;8.0;0.0;0.0;0.0;1.0;0.0;19.28989302617373;0.0;27.11350968351441;0.0;0.0
2;1;4;ri;0.0;0.0;1.0;0.0;1.0;0.0;35.5648233465147;100.0;45.613857558361914;0.0;0.98675
2;1;4;rpa;220.0;1.0;0.0;0.0;1.0;0.0;12.140352929908534;19.232752070355257;10.49863933893221;0.0;0.05289632352853332
2;1;5;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
2;1;5;home;20.0;0.0;0.0;0.0;1.0;0.0;1.4864436653420061;21.771367818442037;24.55473108846751;0.0;0.0
2;1;5;ri;0.0;0.0;1.0;0.0;1.0;0.0;6.703484006718971;100.0;45.613857558361914;0.0;0.98675
2;1;5;rpa;50.0;1.0;0.0;0.0;1.0;0.0;4.196574718776349;34.93618313783307;10.91368054524597;0.0;0.06365973053439998
2;1;6;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
2;1;6;home;12.0;0.0;0.0;0.0;1.0;0.0;2.3245660581702854;86.37464410421703;18.075673122342938;0.0;0.0
2;1;6;ri;0.0;0.0;1.0;0.0;1.0;0.0;10.758358029374373;100.0;45.61385755836192;0.0;0.98675
2;1;6;rpa;10.0;1.0;0.0;0.0;1.0;0.0;16.130329113674545;100.0;0.0;0.0;0.0
2;1;7;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
2;1;7;home;16.0;0.0;0.0;0.0;1.0;0.0;0.8360768659073025;14.024115296803652;6.33442539982455;0.0;0.0
2;1;7;ri;4.0;0.0;1.0;0.0;1.0;0.0;4.134980890586351;100.0;45.613857558361914;0.0;0.98675
2;1;7;rpa;60.0;1.0;0.0;0.0;1.0;0.0;1.6032638197698317;68.97633113210367;2.5448337386235087;0.0;0.015947864376888884
2;1;8;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;100.0;100.0;0.0;1.5500833333333333
2;1;8;home;8.0;0.0;0.0;0.0;1.0;0.0;6.965129198616898;14.15558992487848;17.29454754031986;0.0;0.0
2;1;8;ri;0.0;0.0;1.0;0.0;1.0;0.0;6.6737031713494295;100.0;45.613857558361914;0.0;0.98675
2;1;8;rpa;0.0;1.0;0.0;0.0;1.0;0.0;6.979624121684283;40.43868521946119;8.48539006576796;0.0;0.04745232898559999
2;1;9;chsld;8.0;0.0;0.0;1.0;1.0;0.0;100.0;83.0704587502734;100.0;0.0;1.5500833333333333
2;1;9;home;80.0;0.0;0.0;0.0;1.0;0.0;1.4008310918702929;12.859869593826643;23.214882535901005;0.0;0.0
2;1;9;ri;12.0;0.0;1.0;0.0;1.0;0.0;8.649108708084006;90.97873570302659;44.73243035916652;0.0;0.98675
2;1;9;rpa;90.0;1.0;0.0;0.0;1.0;0.0;5.0048244524524605;63.199408130694444;13.543346936374531;0.0;0.07636494382554074
2;1;10;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;83.07045875027339;100.0;0.0;1.5500833333333335
2;1;10;home;8.0;0.0;0.0;0.0;1.0;0.0;1.5951983281418023;43.159514266913924;22.776368175990285;0.0;0.0
2;1;10;ri;12.0;0.0;1.0;0.0;1.0;0.0;1.5334331783268702;90.97873570302659;45.613857558361914;0.0;0.98675
2;1;10;rpa;10.0;1.0;0.0;0.0;1.0;0.0;2.8951832128098145;63.89495109950253;0.0;0.0;0.0
2;1;11;chsld;4.0;0.0;0.0;1.0;1.0;0.0;100.0;72.88557491882226;100.0;0.0;1.5500833333333333
2;1;11;home;0.0;0.0;0.0;0.0;1.0;0.0;15.57324472451148;22.395736198987958;11.157251241072789;0.0;0.0
2;1;11;ri;8.0;0.0;1.0;0.0;1.0;0.0;1.0677382219528806;79.82425469729154;45.613857558361914;0.0;0.98675
2;1;11;rpa;0.0;1.0;0.0;0.0;1.0;0.0;16.489368982967942;37.770677990661525;10.531129734793522;0.0;0.04616210700051117
2;1;12;chsld;0.0;0.0;0.0;1.0;1.0;0.0;100.0;74.89423249532523;100.0;0.0;1.5500833333333333
2;1;12;home;0.0;0.0;0.0;0.0;1.0;0.0;5.510190038019325;0.0;0.0;0.0;0.0
2;1;12;ri;4.0;0.0;1.0;0.0;1.0;0.0;2.466310161509938;82.02413573225625;45.613857558361914;0.0;0.98675
2;1;12;rpa;10.0;1.0;0.0;0.0;1.0;0.0;0.0;66.56702848103556;0.0;0.0;0.0
