;region_id;iso_smaf;gr_age;annee;prob
681;3;5;2;2017;0.0261463
682;3;5;2;2018;0.0254776
683;3;5;2;2019;0.0227546
684;3;5;2;2020;0.0249527
685;3;5;2;2021;0.0301157
686;3;5;3;2015;0.0293224
687;3;5;3;2016;0.0277309
688;3;5;3;2017;0.0261463
689;3;5;3;2018;0.0254776
690;3;5;3;2019;0.0227546
691;3;5;3;2020;0.0249527
692;3;5;3;2021;0.0301157
693;3;6;1;2015;0.0358814
694;3;6;1;2016;0.0373988
695;3;6;1;2017;0.0351195
696;3;6;1;2018;0.0385799
697;3;6;1;2019;0.0372246
698;3;6;1;2020;0.0408205
699;3;6;1;2021;0.0492668
700;3;6;2;2015;0.0358814
701;3;6;2;2016;0.0373988
702;3;6;2;2017;0.0351195
703;3;6;2;2018;0.0385799
704;3;6;2;2019;0.0372246
705;3;6;2;2020;0.0408205
706;3;6;2;2021;0.0492668
707;3;6;3;2015;0.0358814
708;3;6;3;2016;0.0373988
709;3;6;3;2017;0.0351195
710;3;6;3;2018;0.0385799
711;3;6;3;2019;0.0372246
712;3;6;3;2020;0.0408205
713;3;6;3;2021;0.0492668
714;3;7;1;2015;0.0621046
715;3;7;1;2016;0.0607603
716;3;7;1;2017;0.0559474
717;3;7;1;2018;0.0554725
718;3;7;1;2019;0.0508844
719;3;7;1;2020;0.0557999
720;3;7;1;2021;0.0673456
721;3;7;2;2015;0.0621046
722;3;7;2;2016;0.0607603
723;3;7;2;2017;0.0559474
724;3;7;2;2018;0.0554725
725;3;7;2;2019;0.0508844
726;3;7;2;2020;0.0557999
727;3;7;2;2021;0.0673456
728;3;7;3;2015;0.0621046
729;3;7;3;2016;0.0607603
730;3;7;3;2017;0.0559474
731;3;7;3;2018;0.0554725
732;3;7;3;2019;0.0508844
733;3;7;3;2020;0.0557999
734;3;7;3;2021;0.0673456
735;3;8;1;2015;0.0675971
736;3;8;1;2016;0.0713201
737;3;8;1;2017;0.0681968
738;3;8;1;2018;0.0638229
739;3;8;1;2019;0.0621893
740;3;8;1;2020;0.0681968
741;3;8;1;2021;0.0823076
742;3;8;2;2015;0.0675971
743;3;8;2;2016;0.0713201
744;3;8;2;2017;0.0681968
745;3;8;2;2018;0.0638229
746;3;8;2;2019;0.0621893
747;3;8;2;2020;0.0681968
748;3;8;2;2021;0.0823076
749;3;8;3;2015;0.0675971
750;3;8;3;2016;0.0713201
751;3;8;3;2017;0.0681968
752;3;8;3;2018;0.0638229
753;3;8;3;2019;0.0621893
754;3;8;3;2020;0.0681968
755;3;8;3;2021;0.0823076
756;3;9;1;2015;0.1149772
757;3;9;1;2016;0.1110766
758;3;9;1;2017;0.1090103
759;3;9;1;2018;0.1114706
760;3;9;1;2019;0.106838
761;3;9;1;2020;0.1171586
762;3;9;1;2021;0.1414002
763;3;9;2;2015;0.1149772
764;3;9;2;2016;0.1110766
765;3;9;2;2017;0.1090103
766;3;9;2;2018;0.1114706
767;3;9;2;2019;0.106838
768;3;9;2;2020;0.1171586
769;3;9;2;2021;0.1414002
770;3;9;3;2015;0.1149772
771;3;9;3;2016;0.1110766
772;3;9;3;2017;0.1090103
773;3;9;3;2018;0.1114706
774;3;9;3;2019;0.106838
775;3;9;3;2020;0.1171586
776;3;9;3;2021;0.1414002
777;3;10;1;2015;0.0757295
778;3;10;1;2016;0.082479
779;3;10;1;2017;0.072174
780;3;10;1;2018;0.0739566
781;3;10;1;2019;0.0702378
782;3;10;1;2020;0.0770229
783;3;10;1;2021;0.0929599
784;3;10;2;2015;0.0757295
785;3;10;2;2016;0.082479
786;3;10;2;2017;0.072174
787;3;10;2;2018;0.0739566
788;3;10;2;2019;0.0702378
789;3;10;2;2020;0.0770229
790;3;10;2;2021;0.0929599
791;3;10;3;2015;0.0757295
792;3;10;3;2016;0.082479
793;3;10;3;2017;0.072174
794;3;10;3;2018;0.0739566
795;3;10;3;2019;0.0702378
796;3;10;3;2020;0.0770229
797;3;10;3;2021;0.0929599
798;3;11;1;2015;0.130696
799;3;11;1;2016;0.135799
800;3;11;1;2017;0.1294391
801;3;11;1;2018;0.1324951
802;3;11;1;2019;0.128994
803;3;11;1;2020;0.1414549
804;3;11;1;2021;0.1707238
805;3;11;2;2015;0.130696
806;3;11;2;2016;0.135799
807;3;11;2;2017;0.1294391
808;3;11;2;2018;0.1324951
809;3;11;2;2019;0.128994
810;3;11;2;2020;0.1414549
811;3;11;2;2021;0.1707238
812;3;11;3;2015;0.130696
813;3;11;3;2016;0.135799
814;3;11;3;2017;0.1294391
815;3;11;3;2018;0.1324951
816;3;11;3;2019;0.128994
817;3;11;3;2020;0.1414549
818;3;11;3;2021;0.1707238
819;3;12;1;2015;0.1199518
820;3;12;1;2016;0.1094923
821;3;12;1;2017;0.1009457
822;3;12;1;2018;0.1135099
