region_id;iso_smaf;gr_age;choice;prob
1;1;1;0;1
1;1;1;1;.0642569
1;1;1;2;.0143359
1;1;1;3;.0641881
1;1;2;0;1
1;1;2;1;.0486265
1;1;2;2;.0107097
1;1;2;3;.0485735
1;1;3;0;1
1;1;3;1;.0206183
1;1;3;2;.0044392
1;1;3;3;.0205952
1;2;1;0;1
1;2;1;1;.0642569
1;2;1;2;.0143359
1;2;1;3;.0641881
1;2;2;0;1
1;2;2;1;.0486265
1;2;2;2;.0107097
1;2;2;3;.0485735
1;2;3;0;1
1;2;3;1;.0206183
1;2;3;2;.0044392
1;2;3;3;.0205952
1;3;1;0;1
1;3;1;1;.0642569
1;3;1;2;.0143359
1;3;1;3;.0641881
1;3;2;0;1
1;3;2;1;.0486265
1;3;2;2;.0107097
1;3;2;3;.0485735
1;3;3;0;1
1;3;3;1;.0206183
1;3;3;2;.0044392
1;3;3;3;.0205952
1;4;1;0;1
1;4;1;1;.0806721
1;4;1;2;.0182469
1;4;1;3;.0805873
1;4;2;0;1
1;4;2;1;.0613103
1;4;2;2;.0136451
1;4;2;3;.0612445
1;4;3;0;1
1;4;3;1;.0261976
1;4;3;2;.0056657
1;4;3;3;.0261684
1;5;1;0;1
1;5;1;1;.0668285
1;5;1;2;.0149416
1;5;1;3;.0667572
1;5;2;0;1
1;5;2;1;.0506064
1;5;2;2;.0111639
1;5;2;3;.0505514
1;5;3;0;1
1;5;3;1;.0214836
1;5;3;2;.0046287
1;5;3;3;.0214595
1;6;1;0;1
1;6;1;1;.0806721
1;6;1;2;.0182469
1;6;1;3;.0805873
1;6;2;0;1
1;6;2;1;.0613103
1;6;2;2;.0136451
1;6;2;3;.0612445
1;6;3;0;1
1;6;3;1;.0261976
1;6;3;2;.0056657
1;6;3;3;.0261684
1;7;1;0;1
1;7;1;1;.0668285
1;7;1;2;.0149416
1;7;1;3;.0667572
1;7;2;0;1
1;7;2;1;.0506064
1;7;2;2;.0111639
1;7;2;3;.0505514
1;7;3;0;1
1;7;3;1;.0214836
1;7;3;2;.0046287
1;7;3;3;.0214595
1;8;1;0;1
1;8;1;1;.0668285
1;8;1;2;.0149416
1;8;1;3;.0667572
1;8;2;0;1
1;8;2;1;.0506064
1;8;2;2;.0111639
1;8;2;3;.0505514
1;8;3;0;1
1;8;3;1;.0214836
1;8;3;2;.0046287
1;8;3;3;.0214595
1;9;1;0;1
1;9;1;1;.0806721
1;9;1;2;.0182469
1;9;1;3;.0805873
1;9;2;0;1
1;9;2;1;.0613103
1;9;2;2;.0136451
1;9;2;3;.0612445
1;9;3;0;1
1;9;3;1;.0261976
1;9;3;2;.0056657
1;9;3;3;.0261684
1;10;1;0;1
1;10;1;1;.0668285
1;10;1;2;.0149416
1;10;1;3;.0667572
1;10;2;0;1
1;10;2;1;.0506064
1;10;2;2;.0111639
1;10;2;3;.0505514
1;10;3;0;1
1;10;3;1;.0214836
1;10;3;2;.0046287
1;10;3;3;.0214595
1;11;1;0;1
1;11;1;1;.05948
1;11;1;2;.0132177
1;11;1;3;.059416
1;11;2;0;1
1;11;2;1;.0449557
1;11;2;2;.0098716
1;11;2;3;.0449066
1;11;3;0;1
1;11;3;1;.0190196
1;11;3;2;.0040897
1;11;3;3;.0189982
1;12;1;0;1
1;12;1;1;.05948
1;12;1;2;.0132177
1;12;1;3;.059416
1;12;2;0;1
1;12;2;1;.0449557
1;12;2;2;.0098716
1;12;2;3;.0449066
1;12;3;0;1
1;12;3;1;.0190196
1;12;3;2;.0040897
1;12;3;3;.0189982
1;13;1;0;1
1;13;1;1;.05948
1;13;1;2;.0132177
1;13;1;3;.059416
1;13;2;0;1
1;13;2;1;.0449557
1;13;2;2;.0098716
1;13;2;3;.0449066
1;13;3;0;1
1;13;3;1;.0190196
1;13;3;2;.0040897
1;13;3;3;.0189982
1;14;1;0;1
1;14;1;1;.05948
1;14;1;2;.0132177
1;14;1;3;.059416
1;14;2;0;1
1;14;2;1;.0449557
1;14;2;2;.0098716
1;14;2;3;.0449066
1;14;3;0;1
1;14;3;1;.0190196
1;14;3;2;.0040897
1;14;3;3;.0189982
2;1;1;0;1
2;1;1;1;.2283067
2;1;1;2;.0808528
2;1;1;3;.2439735
2;1;2;0;1
2;1;2;1;.1947462
2;1;2;2;.0670834
2;1;2;3;.208733
2;1;3;0;1
2;1;3;1;.1127736
2;1;3;2;.0364165
2;1;3;3;.1217633
2;2;1;0;1
2;2;1;1;.2283067
2;2;1;2;.0808528
2;2;1;3;.2439735
2;2;2;0;1
2;2;2;1;.1947462
2;2;2;2;.0670834
2;2;2;3;.208733
2;2;3;0;1
2;2;3;1;.1127736
2;2;3;2;.0364165
2;2;3;3;.1217633
2;3;1;0;1
2;3;1;1;.2283067
2;3;1;2;.0808528
2;3;1;3;.2439735
2;3;2;0;1
2;3;2;1;.1947462
2;3;2;2;.0670834
