region_id;annee;nb_places_pub;nb_installations;nb_places_nc;nb_etc_avq;nb_etc_inf;heures_tot_trav_avq;heures_tot_trav_inf;nb_usagers_pub;nb_usagers_nc;iso_smaf_pub1;iso_smaf_pub2;iso_smaf_pub3;iso_smaf_pub4;iso_smaf_pub5;iso_smaf_pub6;iso_smaf_pub7;iso_smaf_pub8;iso_smaf_pub9;iso_smaf_pub10;iso_smaf_pub11;iso_smaf_pub12;iso_smaf_pub13;iso_smaf_pub14;iso_smaf_nc1;iso_smaf_nc2;iso_smaf_nc3;iso_smaf_nc4;iso_smaf_nc5;iso_smaf_nc6;iso_smaf_nc7;iso_smaf_nc8;iso_smaf_nc9;iso_smaf_nc10;iso_smaf_nc11;iso_smaf_nc12;iso_smaf_nc13;iso_smaf_nc14;nb_en_attente;duree_attente;iso_smaf_attente1;iso_smaf_attente2;iso_smaf_attente3;iso_smaf_attente4;iso_smaf_attente5;iso_smaf_attente6;iso_smaf_attente7;iso_smaf_attente8;iso_smaf_attente9;iso_smaf_attente10;iso_smaf_attente11;iso_smaf_attente12;iso_smaf_attente13;iso_smaf_attente14;sans_iso_smaf_attente;age_en_attente0_64;age_en_attente65_74;age_en_attente75_84;age_en_attente85_94;age_en_attente95_plus;cout_fixe
8;2016;709;12;0;422.331;181.87343;536684.35;278623.32;607.3333;0.4166667;0.001647;0.000412;0.000274;0.002195;0.013996;0.022503;0.035812;0.081915;0.107162;0.157108;0.123353;0.148326;0.164517;0.140779;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118;392.92712;0.0;0.0;0.0;0.008475;0.016949;0.016949;0.025424;0.033898;0.177966;0.237288;0.144068;0.20339;0.09322;0.042373;0.0;0.0932203;0.1694915;0.2542373;0.3813559;0.1016949;69462.0
8;2017;675;12;0;432.92222;186.59358;562469.65;288372.08;580.3333;0.0833333;0.00201;0.0;0.00201;0.004164;0.00919;0.012349;0.03633;0.065767;0.119472;0.162119;0.117318;0.185813;0.151493;0.131964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;56;239.70714;0.0;0.0;0.0;0.0;0.017857;0.0;0.107143;0.017857;0.071429;0.303571;0.178571;0.214286;0.053571;0.035714;0.0;0.0892857;0.1428571;0.2678571;0.4285714;0.0714286;69462.0
8;2018;674;12;0;425.5295;193.09299;571277.9;297243.88;578.5833;0.6666666;0.001728;0.000432;0.001584;0.003457;0.02074;0.014259;0.042201;0.052427;0.118825;0.189976;0.116664;0.169811;0.158145;0.109751;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.875;60;328.19;0.0;0.0;0.0;0.0;0.016667;0.0;0.05;0.0;0.166667;0.283333;0.183333;0.233333;0.05;0.016667;0.0;0.0666667;0.15;0.2;0.5;0.0833333;69462.0
8;2019;669;12;20;432.79706;201.19197;598582.29;313601.01;580.75;0.0;0.003444;0.0;0.0;0.006027;0.01478;0.010905;0.053523;0.067298;0.119816;0.150811;0.135027;0.171043;0.162434;0.104893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89;370.6;0.0;0.0;0.0;0.0;0.011236;0.0;0.089888;0.0;0.179775;0.247191;0.202247;0.179775;0.05618;0.022472;0.011236;0.0674157;0.1123596;0.2696629;0.4494382;0.1011236;69462.0
8;2020;669;12;20;534.16091;218.56732;744777.83;356148.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88;234.71591;0.0;0.0;0.0;0.0;0.034091;0.0;0.113636;0.022727;0.136364;0.340909;0.125;0.170455;0.034091;0.011364;0.011364;0.1136364;0.0909091;0.3977273;0.3181818;0.0795455;69462.0
9;2015;419;6;0;169.77654;104.67148;206183.06;157161.44;307.9167;0.1666667;0.001083;0.0;0.003518;0.000812;0.018945;0.053045;0.02977;0.084168;0.077131;0.208119;0.124493;0.108254;0.148309;0.142355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;90;448.83556;0.0;0.0;0.0;0.011111;0.011111;0.022222;0.077778;0.0;0.166667;0.333333;0.144444;0.144444;0.066667;0.022222;0.0;0.0777778;0.0888889;0.3555556;0.3333333;0.1444445;69462.0
9;2016;413;6;0;179.28761;106.50943;218564.47;161569.63;301.0833;0.0;0.0;0.001107;0.001107;0.00083;0.012732;0.04982;0.026294;0.071409;0.07473;0.153335;0.177968;0.143648;0.134791;0.152228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42;679.07143;0.0;0.0;0.0;0.02381;0.02381;0.047619;0.047619;0.047619;0.142857;0.285714;0.095238;0.142857;0.095238;0.047619;0.0;0.1190476;0.0952381;0.3095238;0.3571429;0.1190476;69462.0
9;2017;420;6;0;201.68127;112.01291;251758.95;177616.35;300.6667;0.0;0.0;0.0;0.003326;0.000831;0.011086;0.028271;0.017738;0.060421;0.080654;0.200388;0.173503;0.155211;0.124723;0.143847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;181.66667;0.0;0.0;0.0;0.083333;0.0;0.166667;0.083333;0.083333;0.0;0.083333;0.25;0.166667;0.083333;0.0;0.0;0.0833333;0.25;0.25;0.4166667;0.0;69462.0
9;2018;434;6;0;195.04568;118.98443;249211.73;192970.76;296.4167;0.0;0.00253;0.0;0.003374;0.000843;0.00731;0.031768;0.042452;0.050323;0.090807;0.139162;0.171212;0.170931;0.121451;0.167838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20;243.67;0.0;0.0;0.0;0.05;0.1;0.05;0.1;0.0;0.1;0.15;0.2;0.2;0.0;0.05;0.0;0.1;0.0;0.4;0.45;0.05;69462.0
9;2019;411;11;0;226.783;124.27344;289653.92;197414.19;301.5;0.4166667;0.0;0.007739;0.0;0.005528;0.006633;0.019071;0.042289;0.049475;0.088447;0.127695;0.149254;0.212548;0.148701;0.14262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;44;252.57727;0.0;0.0;0.0;0.0;0.022727;0.0;0.068182;0.022727;0.204545;0.181818;0.068182;0.386364;0.022727;0.022727;0.0;0.0909091;0.1136364;0.2272727;0.4772727;0.0909091;69462.0
9;2020;477;11;0;315.28933;148.80219;422287.98;237806.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44;260.08182;0.0;0.0;0.0;0.0;0.045455;0.0;0.022727;0.045455;0.090909;0.25;0.090909;0.318182;0.090909;0.045455;0.0;0.0681818;0.1136364;0.3636364;0.3863636;0.0681818;69462.0
10;2015;38;3;0;24.607465;17.630762;23437.852;24340.541;38.41667;0.9166667;0.010846;0.002169;0.02603;0.0;0.017354;0.002169;0.184382;0.078091;0.201735;0.171367;0.004338;0.110629;0.075922;0.114967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
10;2016;39;3;0;24.05089;17.774218;24229.542;24422.445;35.75;0.0;0.0;0.0;0.027972;0.011655;0.032634;0.030303;0.083916;0.072261;0.151515;0.146853;0.034965;0.095571;0.219114;0.09324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
10;2017;39;3;0;25.748388;15.506862;31446.739;24814.633;30.91667;0.0;0.0;0.0;0.005391;0.002695;0.0;0.032345;0.03504;0.105121;0.105121;0.16442;0.070081;0.145553;0.237197;0.097035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
10;2018;39;3;0;29.782279;17.576009;32784.071;26821.472;29.58333;0.75;0.002817;0.0;0.0;0.0;0.0;0.014085;0.149296;0.070423;0.149296;0.177465;0.0;0.171831;0.23662;0.028169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
10;2019;47;3;0;30.423944;20.689726;33515.394;31229.603;33.66667;0.0;0.0;0.0;0.0;0.0;0.002475;0.0;0.111386;0.128713;0.116337;0.136139;0.09901;0.158416;0.247525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
10;2020;47;4;0;36.040888;23.049174;47176.484;36357.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
11;2015;502;10;0;322.18253;128.21748;424869.24;195946.47;390.0;1.0;0.000214;0.0;0.0;0.002778;0.005983;0.007051;0.014103;0.027778;0.101068;0.126923;0.109402;0.200855;0.245726;0.15812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;115.22857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142857;0.0;0.714286;0.142857;0.0;0.0;0.0;0.0;0.4285714;0.5714286;0.0;60188.0
11;2016;508;10;0;320.15436;123.39869;416049.87;191785.98;386.0833;0.0;0.001079;0.0;0.0;0.002806;0.000863;0.009929;0.019642;0.018994;0.094971;0.111159;0.133175;0.194474;0.237859;0.175049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27;160.78519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.259259;0.296296;0.296296;0.111111;0.037037;0.0;0.1111111;0.0740741;0.1481481;0.4444444;0.2222222;60188.0
11;2017;500;10;0;322.84367;123.89891;439448.21;195979.61;388.3333;0.0;0.002575;0.000429;0.000429;0.001288;0.003433;0.004506;0.012876;0.020601;0.06309;0.138841;0.141416;0.192489;0.253648;0.164378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19;149.03158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.368421;0.210526;0.421053;0.0;0.0;0.0;0.0;0.0;0.4210526;0.5789474;0.0;60188.0
11;2018;503;10;0;334.71039;117.69204;466389.65;194868.77;403.0;0.25;0.0;0.0;0.0;0.000414;0.003515;0.002895;0.025434;0.013441;0.059967;0.125103;0.148263;0.172663;0.301902;0.146402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;29;263.4069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034483;0.241379;0.310345;0.310345;0.103448;0.0;0.0;0.0689655;0.1034483;0.2413793;0.5172414;0.0689655;60188.0
11;2019;507;10;0;316.45984;118.96221;450723.91;200046.87;395.0;1.083333;0.0;0.0;0.0;0.000633;0.002532;0.005696;0.017932;0.017089;0.049156;0.133122;0.154641;0.212236;0.277637;0.129325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;46;203.68261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043478;0.173913;0.304348;0.326087;0.108696;0.043478;0.0;0.0434783;0.1304348;0.2826087;0.4782609;0.0652174;60188.0
11;2020;537;10;0;381.7397;136.68953;549732.47;233912.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54;303.19259;0.0;0.0;0.0;0.0;0.0;0.0;0.018519;0.0;0.074074;0.203704;0.351852;0.222222;0.111111;0.018519;0.0;0.0925926;0.0555556;0.2777778;0.462963;0.1111111;60188.0
12;2015;1804;34;0;1183.665;552.30969;1605690.0;842175.64;1690.25;4.25;0.000887;4.9e-05;0.000345;0.001183;0.008131;0.016164;0.035088;0.036468;0.112015;0.122708;0.176276;0.130643;0.20136;0.158683;0.0;0.0;0.0;0.0;0.0;0.0;0.222222;0.0;0.222222;0.0;0.111111;0.222222;0.0;0.222222;161;230.66584;0.0;0.0;0.0;0.018634;0.0;0.006211;0.031056;0.024845;0.111801;0.223602;0.180124;0.267081;0.093168;0.043478;0.0;0.0745342;0.1055901;0.2360248;0.4534161;0.1304348;60188.0
12;2016;1998;34;0;1169.9488;553.73627;1613631.9;853442.81;1633.25;3.083333;0.000816;0.0;0.001071;0.001633;0.005969;0.01102;0.035866;0.038212;0.105811;0.120096;0.180807;0.132187;0.209734;0.156778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.106383;0.255319;0.0;0.255319;0.382979;0.0;0.0;113;214.26549;0.0;0.0;0.0;0.0;0.0;0.00885;0.035398;0.026549;0.141593;0.141593;0.185841;0.283186;0.132743;0.035398;0.00885;0.0707965;0.1238938;0.2566372;0.4778761;0.0707965;60188.0
12;2017;1998;34;0;1202.0975;559.65884;1675437.9;860077.67;1568.583;4.083333;0.000478;0.000584;0.000318;0.001592;0.00345;0.009873;0.03328;0.045223;0.114384;0.119321;0.178875;0.146391;0.209289;0.136943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.181818;0.127273;0.0;0.490909;0.0;0.2;67;290.43582;0.0;0.0;0.0;0.0;0.0;0.014925;0.059701;0.014925;0.164179;0.19403;0.134328;0.268657;0.074627;0.059701;0.014925;0.0447761;0.119403;0.2835821;0.4179105;0.1343284;60188.0
12;2018;1963;34;0;1242.9468;570.81014;1782013.2;885110.12;1557.417;2.583333;0.000321;0.000321;0.000214;0.002247;0.005885;0.008292;0.027017;0.041569;0.123689;0.125615;0.174353;0.157233;0.196234;0.13701;0.0;0.0;0.0;0.0;0.0;0.0;0.205882;0.0;0.0;0.441176;0.0;0.352941;0.0;0.0;156;112.59103;0.0;0.0;0.0;0.0;0.012821;0.00641;0.025641;0.00641;0.102564;0.205128;0.269231;0.192308;0.089744;0.083333;0.00641;0.0641026;0.0961538;0.2820513;0.4679487;0.0897436;60188.0
12;2019;1965;37;0;1257.5741;575.78652;1783859.3;915172.16;1554.583;3.083333;0.000911;0.0;0.000107;0.001662;0.002412;0.007826;0.024712;0.040525;0.112249;0.120879;0.190298;0.160172;0.205897;0.132351;0.0;0.0;0.0;0.0;0.0;0.0;0.027027;0.0;0.351351;0.621622;0.0;0.0;0.0;0.0;154;95.007792;0.0;0.0;0.0;0.0;0.0;0.0;0.032468;0.012987;0.123377;0.155844;0.292208;0.207792;0.11039;0.064935;0.0;0.0519481;0.0844156;0.3181818;0.4675325;0.0779221;60188.0
12;2020;1967;37;0;1398.87;603.40409;1975779.0;979363.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;334;157.43054;0.0;0.0;0.0;0.0;0.0;0.002994;0.041916;0.032934;0.116766;0.176647;0.236527;0.230539;0.122754;0.038922;0.0;0.0479042;0.1077844;0.3413174;0.4251497;0.0778443;60188.0
13;2015;1379;14;0;765.11784;296.03647;1053546.4;449489.46;1488.0;111.5;0.004405;0.000167;0.002119;0.005575;0.011653;0.019737;0.021409;0.040421;0.14089;0.10911;0.152096;0.173227;0.174509;0.144681;0.0;0.0;0.0;0.010424;0.009729;0.021543;0.059069;0.017373;0.157054;0.125087;0.132731;0.177901;0.184156;0.104934;149;346.28725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013423;0.127517;0.114094;0.208054;0.322148;0.120805;0.09396;0.0;0.0268456;0.0872483;0.3691275;0.4765101;0.0402685;68438.0
13;2016;1415;14;0;794.6012;300.46678;1081185.2;467106.63;1528.917;105.4167;0.003518;0.001083;0.002165;0.007849;0.011476;0.020461;0.017484;0.046877;0.140089;0.113511;0.155408;0.177493;0.184638;0.11795;0.003674;0.0;0.002939;0.011021;0.003674;0.027186;0.026451;0.028655;0.152094;0.116091;0.177076;0.212344;0.163115;0.07568;195;259.97744;0.0;0.0;0.0;0.0;0.0;0.0;0.035897;0.051282;0.092308;0.220513;0.123077;0.241026;0.169231;0.066667;0.0;0.025641;0.1128205;0.348718;0.4410256;0.0717949;68438.0
13;2017;1399;14;0;843.17832;304.81483;1167720.8;489066.8;1550.417;104.5;0.005827;0.001924;0.001978;0.007911;0.007484;0.017106;0.022879;0.032875;0.139573;0.126156;0.153846;0.181697;0.170738;0.130005;0.006737;0.0;0.0;0.008982;0.013473;0.010479;0.034431;0.041916;0.174401;0.145958;0.139222;0.181886;0.147455;0.09506;137;214.68467;0.0;0.0;0.0;0.0;0.007299;0.0;0.065693;0.021898;0.116788;0.189781;0.145985;0.277372;0.094891;0.065693;0.014599;0.0072993;0.0656934;0.3138686;0.5328467;0.080292;68438.0
13;2018;1409;14;0;850.15347;315.22008;1201709.6;502197.85;1581.417;97.5;0.005135;0.001205;0.001886;0.006916;0.007492;0.018024;0.0186;0.037829;0.136959;0.127109;0.145918;0.203133;0.167453;0.122341;0.004792;0.0;0.0;0.009585;0.011981;0.005591;0.038339;0.043131;0.179712;0.055112;0.136581;0.234824;0.210863;0.069489;395;235.42684;0.0;0.0;0.002532;0.0;0.002532;0.002532;0.025316;0.025316;0.144304;0.159494;0.159494;0.250633;0.16962;0.055696;0.002532;0.0455696;0.0911392;0.2759494;0.4911392;0.0962025;68438.0
13;2019;1409;14;609;864.16551;327.78648;1212286.4;517946.06;1609.0;98.25;0.004328;0.000928;0.000361;0.004277;0.008605;0.014943;0.01922;0.039213;0.118565;0.132323;0.152213;0.194002;0.182563;0.128459;0.0;0.0;0.0;0.014354;0.0;0.013557;0.0;0.053429;0.153907;0.093301;0.160287;0.255183;0.161882;0.094099;618;279.70097;0.0;0.0;0.0;0.0;0.006472;0.014563;0.043689;0.027508;0.153722;0.173139;0.165049;0.220065;0.121359;0.072816;0.001618;0.0339806;0.0987055;0.2702265;0.4967638;0.1003236;68438.0
13;2020;1428;14;609;1043.8554;381.31543;1474891.9;606175.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;813;357.14662;0.00123;0.0;0.00123;0.0;0.00246;0.01107;0.0492;0.03075;0.151292;0.173432;0.146371;0.215252;0.154982;0.061501;0.00123;0.0430504;0.098401;0.2742927;0.4809348;0.103321;68438.0
14;2015;1707;16;0;941.7013;395.72309;1286509.8;624727.35;1632.833;193.6667;0.002688;0.000609;0.004108;0.002029;0.010093;0.029264;0.023685;0.060455;0.144089;0.15195;0.14135;0.137394;0.168585;0.1237;0.005236;0.002416;0.002014;0.001611;0.00443;0.010068;0.002416;0.02054;0.091422;0.247684;0.242851;0.231977;0.074909;0.062424;170;334.77647;0.0;0.0;0.0;0.0;0.0;0.005882;0.029412;0.0;0.164706;0.235294;0.129412;0.182353;0.164706;0.088235;0.0;0.1176471;0.1176471;0.3176471;0.4058824;0.0411765;74054.0
14;2016;1742;16;0;941.45689;401.75829;1304018.1;639335.71;1649.083;191.0833;0.003312;0.000853;0.003562;0.001957;0.009634;0.019368;0.028199;0.065128;0.152835;0.164676;0.128299;0.15153;0.153186;0.117461;0.001239;0.0;0.0;0.0;0.003304;0.008261;0.012392;0.027261;0.087154;0.255679;0.1867;0.208591;0.132177;0.077241;154;475.65584;0.0;0.0;0.0;0.0;0.0;0.006494;0.012987;0.0;0.11039;0.227273;0.155844;0.175325;0.188312;0.123377;0.0;0.0779221;0.1168831;0.3246753;0.4220779;0.0584416;74054.0
14;2017;1742;16;0;1026.9841;413.21182;1459145.5;665455.82;1641.667;176.0833;0.001611;0.000302;0.003575;0.001964;0.009416;0.014854;0.025529;0.051007;0.136959;0.18283;0.135448;0.159214;0.158459;0.118832;0.003583;0.0;0.0;0.0;0.008061;0.011196;0.005374;0.018361;0.081953;0.315719;0.136588;0.246305;0.13614;0.036722;148;411.91216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.054054;0.256757;0.189189;0.236486;0.148649;0.114865;0.0;0.0743243;0.1351351;0.2702703;0.4662162;0.0540541;74054.0
14;2018;1727;16;0;1068.3083;422.88251;1529124.6;680124.06;1640.25;177.75;0.002321;0.001867;0.004289;0.001312;0.008377;0.015088;0.029217;0.056265;0.124186;0.179997;0.14316;0.173992;0.158248;0.10168;0.0;0.0;0.0;0.000424;0.007634;0.008482;0.007634;0.032655;0.084818;0.343511;0.174724;0.187023;0.101357;0.051739;256;263.61875;0.0;0.003906;0.0;0.0;0.0;0.0;0.003906;0.011719;0.050781;0.257813;0.191406;0.253906;0.144531;0.078125;0.003906;0.0273438;0.1171875;0.296875;0.4570313;0.1015625;74054.0
14;2019;1794;19;244;1066.7299;423.25369;1531411.5;709366.54;1632.25;182.5;0.001166;0.000608;0.003295;0.00223;0.008465;0.014953;0.025495;0.065386;0.112727;0.172791;0.133053;0.172082;0.17639;0.111359;0.0;0.00085;0.0;0.001276;0.002126;0.005527;0.001701;0.056122;0.071429;0.306548;0.165391;0.201956;0.141156;0.045918;332;266.08675;0.0;0.0;0.0;0.0;0.0;0.009036;0.006024;0.012048;0.075301;0.295181;0.162651;0.228916;0.150602;0.057229;0.003012;0.0512048;0.1325301;0.310241;0.4006024;0.1054217;74054.0
14;2020;1775;20;244;1394.3246;490.04241;1985031.2;793409.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390;355.53487;0.005128;0.0;0.0;0.0;0.0;0.002564;0.005128;0.007692;0.074359;0.258974;0.169231;0.241026;0.158974;0.071795;0.005128;0.0692308;0.1051282;0.3282051;0.4128205;0.0846154;74054.0
15;2015;1930;16;0;1088.8622;448.06409;1472678.1;673278.06;1728.25;64.41667;0.001486;0.00139;0.000335;0.002732;0.006326;0.01845;0.023195;0.035223;0.156036;0.11535;0.13495;0.172042;0.197633;0.134854;0.001068;0.001068;0.0;0.002137;0.018162;0.019231;0.034188;0.040598;0.107906;0.175214;0.144231;0.159188;0.251068;0.04594;351;330.03818;0.0;0.0;0.0;0.002849;0.0;0.002849;0.019943;0.011396;0.17094;0.242165;0.105413;0.225071;0.136752;0.065527;0.017094;0.048433;0.1595442;0.2905983;0.4245014;0.0769231;68975.0
15;2016;1450;16;0;1101.47;453.63969;1486623.4;679571.1;1743.0;89.08333;0.001606;0.000803;0.000614;0.00189;0.010582;0.019558;0.022392;0.037415;0.15788;0.120512;0.132748;0.169265;0.184854;0.139881;0.006173;0.002743;0.002743;0.013717;0.015775;0.042524;0.028807;0.089849;0.172154;0.155693;0.104252;0.193416;0.131687;0.040466;334;361.90359;0.0;0.0;0.0;0.002994;0.0;0.0;0.008982;0.005988;0.140719;0.212575;0.158683;0.248503;0.137725;0.071856;0.011976;0.0419162;0.1287425;0.3023952;0.4401198;0.0868263;68975.0
15;2017;1917;16;0;1152.01;449.03311;1566218.7;684001.71;1768.0;111.25;0.001817;0.00028;0.000652;0.003215;0.013745;0.016261;0.024648;0.033361;0.146585;0.133771;0.127714;0.164943;0.19467;0.138338;0.006966;0.003167;0.0;0.010766;0.008866;0.020266;0.025966;0.075997;0.248892;0.145662;0.179861;0.153262;0.100697;0.019633;286;373.04545;0.003497;0.0;0.0;0.003497;0.0;0.0;0.006993;0.013986;0.104895;0.22028;0.153846;0.255245;0.153846;0.066434;0.017483;0.0734266;0.1223776;0.3216783;0.3986014;0.0839161;68975.0
15;2018;1925;16;0;1187.9963;455.55428;1624827.3;700178.43;1788.0;148.8333;0.002637;0.001064;0.000231;0.00273;0.01189;0.017025;0.019431;0.040342;0.152255;0.124774;0.128059;0.183854;0.176868;0.138839;0.008277;0.002069;0.002069;0.019141;0.005691;0.031557;0.032074;0.118986;0.195551;0.078117;0.166063;0.174858;0.130885;0.034661;384;293.54635;0.0;0.0;0.0;0.0;0.0;0.005208;0.007813;0.020833;0.117188;0.216146;0.171875;0.21875;0.182292;0.054688;0.005208;0.0651042;0.1171875;0.28125;0.4427083;0.09375;68975.0
15;2019;2000;18;356;1226.936;481.06179;1672291.7;743086.08;1813.417;212.3333;0.002783;0.001049;0.000684;0.00397;0.015149;0.01451;0.024731;0.042572;0.150575;0.130498;0.127624;0.195747;0.167001;0.123106;0.003316;0.002579;0.0;0.006632;0.008843;0.032424;0.01916;0.040531;0.22255;0.140752;0.17465;0.149963;0.134488;0.064112;433;212.73857;0.002309;0.004619;0.0;0.0;0.0;0.006928;0.016166;0.023095;0.124711;0.235566;0.136259;0.25866;0.145497;0.046189;0.0;0.0484988;0.113164;0.3163972;0.4364896;0.0854503;68975.0
15;2020;2000;19;586;1567.0303;603.0449;2161033.5;906890.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;545;265.53028;0.001835;0.00367;0.001835;0.001835;0.005505;0.011009;0.033028;0.029358;0.13211;0.207339;0.152294;0.211009;0.141284;0.06422;0.00367;0.0385321;0.1045872;0.3266055;0.4275229;0.1027523;68975.0
16;2015;4645;51;0;2495.0679;769.35691;3526445.8;1197274.3;5089.167;383.5;0.00173;0.000653;0.002514;0.00431;0.01288;0.020096;0.017713;0.043359;0.144802;0.105704;0.14157;0.124755;0.201352;0.178562;0.0;0.00381;0.001693;0.008891;0.013124;0.02011;0.010584;0.041067;0.177815;0.103937;0.181837;0.179297;0.177815;0.080017;806;313.84119;0.0;0.0;0.001241;0.004963;0.004963;0.007444;0.014888;0.026055;0.174938;0.173697;0.16129;0.207196;0.14268;0.080645;0.0;0.0806452;0.1141439;0.3238213;0.4081886;0.073201;72969.0
