region_id;iso_smaf;gr_age;choice;prob
6;14;1;3;.3541
6;14;2;0;.006
6;14;2;1;.0751
6;14;2;2;.4814
6;14;2;3;.4375
6;14;3;0;.0013
6;14;3;1;.0572
6;14;3;2;.443
6;14;3;3;.4985
7;1;1;0;.0755
7;1;1;1;.1431
7;1;1;2;.6789
7;1;1;3;.1025
7;1;2;0;.0214
7;1;2;1;.0863
7;1;2;2;.7603
7;1;2;3;.132
7;1;3;0;.0264
7;1;3;1;.0851
7;1;3;2;.7319
7;1;3;3;.1566
7;2;1;0;.044
7;2;1;1;.1559
7;2;1;2;.6868
7;2;1;3;.1133
7;2;2;0;.0122
7;2;2;1;.0921
7;2;2;2;.7528
7;2;2;3;.1429
7;2;3;0;.015
7;2;3;1;.0909
7;2;3;2;.7247
7;2;3;3;.1694
7;3;1;0;.0837
7;3;1;1;.1075
7;3;1;2;.6385
7;3;1;3;.1703
7;3;2;0;.0232
7;3;2;1;.0635
7;3;2;2;.6989
7;3;2;3;.2144
7;3;3;0;.0281
7;3;3;1;.0614
7;3;3;2;.6608
7;3;3;3;.2497
7;4;1;0;.0345
7;4;1;1;.1443
7;4;1;2;.5802
7;4;1;3;.241
7;4;2;0;.0092
7;4;2;1;.0825
7;4;2;2;.6147
7;4;2;3;.2936
7;4;3;0;.011
7;4;3;1;.0787
7;4;3;2;.5731
7;4;3;3;.3372
7;5;1;0;.0702
7;5;1;1;.2453
7;5;1;2;.53
7;5;1;3;.1545
7;5;2;0;.0207
7;5;2;1;.1541
7;5;2;2;.618
7;5;2;3;.2072
7;5;3;0;.0251
7;5;3;1;.1492
7;5;3;2;.5844
7;5;3;3;.2413
7;6;1;0;.0153
7;6;1;1;.1466
7;6;1;2;.5758
7;6;1;3;.2623
7;6;2;0;.004
7;6;2;1;.0822
7;6;2;2;.5996
7;6;2;3;.3142
7;6;3;0;.0048
7;6;3;1;.0782
7;6;3;2;.5573
7;6;3;3;.3597
7;7;1;0;.0354
7;7;1;1;.2134
7;7;1;2;.5437
7;7;1;3;.2075
7;7;2;0;.0099
7;7;2;1;.1269
7;7;2;2;.5999
7;7;2;3;.2633
7;7;3;0;.0119
7;7;3;1;.1217
7;7;3;2;.5624
7;7;3;3;.304
7;8;1;0;.0224
7;8;1;1;.1774
7;8;1;2;.574
7;8;1;3;.2262
7;8;2;0;.0061
7;8;2;1;.1022
7;8;2;2;.6136
7;8;2;3;.2781
7;8;3;0;.0073
7;8;3;1;.0979
7;8;3;2;.5742
7;8;3;3;.3206
7;9;1;0;.0052
7;9;1;1;.1031
7;9;1;2;.5814
7;9;1;3;.3103
7;9;2;0;.0013
7;9;2;1;.0558
7;9;2;2;.5843
7;9;2;3;.3586
7;9;3;0;.0016
7;9;3;1;.0526
7;9;3;2;.5386
7;9;3;3;.4072
7;10;1;0;.0239
7;10;1;1;.1797
7;10;1;2;.5519
7;10;1;3;.2445
7;10;2;0;.0064
7;10;2;1;.1036
7;10;2;2;.5896
7;10;2;3;.3004
7;10;3;0;.0077
7;10;3;1;.0987
7;10;3;2;.549
7;10;3;3;.3446
7;11;1;0;0
7;11;1;1;.1552
7;11;1;2;.5843
7;11;1;3;.2605
7;11;2;0;0
7;11;2;1;.0864
7;11;2;2;.6039
7;11;2;3;.3097
7;11;3;0;0
7;11;3;1;.0825
7;11;3;2;.5623
7;11;3;3;.3552
7;12;1;0;.0115
7;12;1;1;.1754
7;12;1;2;.5791
7;12;1;3;.234
7;12;2;0;.0031
7;12;2;1;.0999
7;12;2;2;.6124
7;12;2;3;.2846
7;12;3;0;.0037
7;12;3;1;.0957
7;12;3;2;.5727
7;12;3;3;.3279
7;13;1;0;.0216
7;13;1;1;.1369
7;13;1;2;.5556
7;13;1;3;.2859
7;13;2;0;.0057
7;13;2;1;.0765
7;13;2;2;.5766
7;13;2;3;.3412
7;13;3;0;.0067
7;13;3;1;.0725
7;13;3;2;.5326
7;13;3;3;.3882
7;14;1;0;.0063
7;14;1;1;.0754
7;14;1;2;.6871
7;14;1;3;.2312
7;14;2;0;.0016
7;14;2;1;.0409
7;14;2;2;.6904
7;14;2;3;.2671
7;14;3;0;.0019
7;14;3;1;.0393
