region_id;annee;nb_usagers_none;nb_usagers_svc;iso_smaf1_none;iso_smaf2_none;iso_smaf3_none;iso_smaf4_none;iso_smaf5_none;iso_smaf6_none;iso_smaf7_none;iso_smaf8_none;iso_smaf9_none;iso_smaf10_none;iso_smaf11_none;iso_smaf12_none;iso_smaf13_none;iso_smaf14_none;iso_smaf1_svc;iso_smaf2_svc;iso_smaf3_svc;iso_smaf4_svc;iso_smaf5_svc;iso_smaf6_svc;iso_smaf7_svc;iso_smaf8_svc;iso_smaf9_svc;iso_smaf10_svc;iso_smaf11_svc;iso_smaf12_svc;iso_smaf13_svc;iso_smaf14_svc;heures_tot_trav_inf;heures_tot_trav_avq;heures_tot_trav_avd;nb_etc_inf;nb_etc_avq;nb_etc_avd;tx_hrs_indirect_inf;tx_hrs_indirect_avq;hrs_moy_etc_inf;hrs_moy_etc_avq;nb_en_attente_inf_m30j;nb_en_attente_inf_31_90j;nb_en_attente_inf_p90j;nb_en_attente_avq_m30j;nb_en_attente_avq_31_90j;nb_en_attente_avq_p90j;nb_en_attente_inf;nb_en_attente_avq
13;2018;8263.5;4397.917;.303413;.110688;.01667;.156854;.125744;.048264;.088602;.024304;.04416;.023305;.007755;.032149;.008269;.009822;.209872;.056163;.020332;.274676;.063193;.079943;.068877;.05658;.080398;.026774;.016182;.020521;.013965;.012525;190880.4;498658.9;19615.25;130.8331;349.1934;13.73587;.6752129;.5190125;1458.962;1428.031;99;48;42;30;78;85;189;193
13;2019;8429.833;4579.25;.316426;.10708;.018308;.153532;.126673;.044515;.086558;.023182;.044188;.022401;.008106;.03019;.00951;.009332;.214664;.054958;.017852;.262525;.06786;.08322;.06433;.05969;.080726;.032283;.016269;.019654;.014649;.011319;195354.1;598499.8;37598.04;136.6272;415.0727;26.07506;.6797798;.545009;1429.833;1441.915;35;12;0;31;63;105;47;199
14;2015;6063.833;3344.167;.32643;.11357;.024366;.203199;.071311;.059836;.05684;.029725;.055891;.018827;.010472;.013179;.008026;.008328;.211139;.075953;.017119;.297882;.054473;.066833;.058659;.030999;.103838;.024819;.014578;.018963;.011637;.013107;119322.9;339187.1;10868.39;81.94843;228.3134;7.315727;.7406188;.3462852;1456.073;1485.62;0;0;0;0;0;0;0;0
14;2016;6052.333;3711.333;.337914;.119073;.024343;.19056;.070744;.058022;.056053;.028543;.057168;.018863;.009872;.01297;.007834;.008041;.221394;.070258;.018816;.294975;.054765;.060311;.057953;.030313;.106902;.024789;.013585;.020051;.012844;.013046;120999.6;356209.5;6687.528;83.26657;239.9053;4.504016;.7102576;.3359534;1453.159;1484.792;273;182;196;259;146;20;651;425
14;2017;6468.333;3772.25;.331525;.117212;.024633;.198712;.075612;.051997;.060848;.030276;.053698;.017251;.009199;.012935;.007936;.008168;.210264;.069874;.021561;.307619;.053792;.055405;.056796;.031171;.111096;.026068;.014779;.019308;.010736;.011532;131882.7;400971.5;7279.443;91.29072;275.0363;4.993151;.7159465;.380612;1444.645;1457.886;231;143;174;149;156;94;548;399
14;2018;7158.333;3850.833;.342317;.120186;.025041;.185343;.0756;.053108;.064179;.030652;.048347;.019139;.007858;.012969;.007416;.007846;.22467;.075135;.018026;.292253;.054014;.052738;.060247;.038563;.10026;.024865;.014824;.021835;.011924;.010647;151090.8;515006.8;9568.458;102.7707;353.4684;6.567192;.7515641;.4725256;1470.174;1457.009;210;81;144;89;50;58;435;197
14;2019;7622.333;3736.083;.354703;.118435;.023757;.186951;.07736;.043742;.070232;.028261;.042157;.018061;.008637;.013371;.006057;.008276;.229585;.075436;.016439;.28227;.058774;.05119;.063592;.042915;.090268;.028171;.011621;.022796;.014766;.012179;154538.5;609773.4;14907;102.8087;410.2818;10.03007;.7327546;.5176708;1503.165;1486.231;177;91;162;106;82;97;430;285
15;2015;7780.083;3803.417;.305449;.131393;.02998;.1934;.090723;.048039;.066345;.023125;.042973;.01943;.01069;.018991;.01009;.009372;.225806;.072435;.026862;.274884;.060406;.068951;.060669;.035538;.098311;.02237;.01216;.018383;.01262;.010605;150182.3;247938.2;15233.37;104.7888;174.7854;10.73885;.6794149;.3182318;1433.19;1418.529;0;0;0;0;0;0;0;0
15;2016;8802.917;3951.417;.300876;.132693;.027652;.189871;.108108;.043452;.068178;.021432;.04242;.017485;.009041;.018687;.011275;.008832;.212751;.066811;.025139;.273889;.072358;.07278;.064703;.040956;.096484;.022313;.011156;.018685;.010144;.011831;152076.8;255483.8;41565.71;105.3382;180.9802;29.44442;.6788296;.3286659;1443.7;1411.667;41;18;6;70;57;55;65;182
15;2017;9821.583;4238.417;.291696;.129892;.027541;.178026;.120025;.041388;.078543;.021483;.04524;.016409;.006491;.02234;.011505;.009418;.23285;.067439;.02438;.266196;.071233;.068677;.062661;.035646;.092743;.021451;.011522;.019976;.012662;.012564;173831.3;337214.9;63369.26;122.1732;246.3867;46.30087;.7033173;.4627547;1422.826;1368.641;5;5;11;39;68;68;21;175
15;2018;10404.17;4619;.297309;.122851;.024221;.18008;.127193;.035947;.080825;.021241;.042315;.016187;.009579;.024013;.009764;.008474;.228296;.063163;.023165;.277351;.074114;.069586;.065779;.037941;.08788;.01566;.011474;.02284;.010915;.011835;198429.2;405419.7;77450.77;134.4745;298.1022;56.94901;.7173697;.527073;1475.59;1360.002;78;21;22;67;47;24;121;138
15;2019;10587.67;4849;.303521;.11951;.025871;.173929;.130269;.033876;.080424;.020102;.043108;.019134;.008973;.023423;.009248;.008611;.228759;.06998;.018354;.269334;.07639;.064481;.070169;.03774;.089606;.022616;.012082;.019025;.012082;.009383;217751.3;605384.6;114894.2;149.8768;447.7816;84.98322;.695237;.5309759;1452.868;1351.964;167;64;4;39;23;3;235;65
16;2015;16536.92;8011.583;.318903;.10217;.032296;.159703;.085969;.061413;.062723;.038409;.059105;.023674;.014639;.018126;.01161;.011258;.249774;.072114;.022644;.246945;.066581;.058592;.058988;.036104;.101946;.025588;.017641;.016653;.014354;.012076;332679.2;398139.8;38339.96;225.5608;280.8339;27.04367;.6826784;.0015244;1474.898;1417.706;0;0;0;0;0;0;0;0
16;2016;17099.5;8297;.335648;.105242;.029143;.155044;.090758;.052755;.064544;.032438;.057404;.022403;.012846;.017554;.012003;.012218;.237214;.071843;.020419;.253666;.063919;.061558;.062924;.034621;.101864;.026214;.017185;.019224;.015327;.014021;340100.9;410321.8;65360.07;228.0015;285.2502;45.43744;.6841604;.0485959;1491.661;1438.463;239;79;105;144;89;62;423;295
16;2017;18010.08;8420.167;.335451;.106042;.028928;.160493;.092249;.052781;.065792;.031015;.051318;.022529;.012345;.01898;.011517;.010559;.223016;.0672;.021298;.260476;.064765;.062449;.063676;.038637;.106639;.026375;.018062;.017527;.014449;.015429;348734.8;470902.8;72374.36;237.3074;335.9588;51.63445;.6749042;.0517368;1469.549;1401.668;238;59;14;159;112;32;311;303
16;2018;18876.25;8763.333;.341695;.107459;.029976;.159389;.09376;.048006;.067505;.029411;.049242;.023182;.010882;.018286;.010463;.010745;.221824;.067621;.021558;.26453;.06435;.057817;.066508;.040434;.101617;.02848;.017145;.018819;.013979;.01532;398918.1;520689.4;97903.2;271.0371;374.6395;70.44199;.7417024;.2002581;1471.821;1389.841;351;119;79;129;92;37;549;258
16;2019;19760.25;8844.333;.351876;.108041;.029668;.151609;.094605;.047418;.06877;.031094;.047418;.021019;.011121;.017565;.009742;.010054;.228951;.062017;.019174;.260016;.063732;.058474;.069951;.041015;.100036;.028766;.015905;.020729;.015801;.015434;406973.4;703933.8;122308.5;270.5852;488.2919;84.84073;.7427634;.3792423;1504.049;1441.625;485;123;78;146;100;36;686;282
17;2015;8.916667;.25;.252336;.308411;.11215;0;.224299;.102804;0;0;0;0;0;0;0;0;0;.666667;0;0;0;.333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1271.698;1502.892;0;0;0;0;0;0;0;0
17;2016;17.58333;1.166667;.047393;.109005;0;.260664;.099526;.023697;.056872;0;.080569;.047393;.099526;0;.042654;.132701;.142857;.071429;0;.357143;0;0;0;0;0;0;.071429;0;.357143;0;0;0;0;0;0;0;0;0;1199.137;1488.812;0;0;0;0;0;0;0;0
17;2017;11.58333;.75;.223022;0;0;.244604;0;.071942;.079137;.014388;.172662;.043165;0;0;.071942;.079137;.555556;0;0;.222222;0;0;.111111;0;0;0;0;0;0;.111111;0;0;0;0;0;0;0;0;1155.275;1457.301;0;0;0;0;0;0;0;0
17;2018;7;1.25;0;.202381;.202381;0;.119048;0;.119048;0;.214286;0;0;0;.142857;0;0;.466667;.133333;0;.133333;0;.133333;0;.133333;0;0;0;0;0;0;0;0;0;0;0;0;0;1230.428;1472.115;0;0;0;0;0;0;0;0
17;2019;10.91667;1;.251908;0;0;.21374;.083969;0;0;0;.076336;0;.045802;.229008;.022901;.076336;.25;0;0;.666667;.083333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1440.397;1513.76;0;0;0;0;0;0;0;0
18;2015;0;0;.252336;.308411;.11215;0;.224299;.102804;0;0;0;0;0;0;0;0;0;.666667;0;0;0;.333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2016;0;0;.047393;.109005;0;.260664;.099526;.023697;.056872;0;.080569;.047393;.099526;0;.042654;.132701;.142857;.071429;0;.357143;0;0;0;0;0;0;.071429;0;.357143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2017;0;0;.223022;0;0;.244604;0;.071942;.079137;.014388;.172662;.043165;0;0;.071942;.079137;.555556;0;0;.222222;0;0;.111111;0;0;0;0;0;0;.111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2018;0;0;0;.202381;.202381;0;.119048;0;.119048;0;.214286;0;0;0;.142857;0;0;.466667;.133333;0;.133333;0;.133333;0;.133333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2019;0;0;.251908;0;0;.21374;.083969;0;0;0;.076336;0;.045802;.229008;.022901;.076336;.25;0;0;.666667;.083333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
