region_id;iso_smaf;gr_age;prob_0_0;prob_0_1;prob_0_2;prob_0_3;prob_0_4;prob_0_5;prob_1_0;prob_1_1;prob_1_2;prob_1_3;prob_1_4;prob_1_5;prob_2_0;prob_2_1;prob_2_2;prob_2_3;prob_2_4;prob_2_5;prob_3_0;prob_3_1;prob_3_2;prob_3_3;prob_3_4;prob_3_5;prob_4_0;prob_4_1;prob_4_2;prob_4_3;prob_4_4;prob_4_5;prob_5_0;prob_5_1;prob_5_2;prob_5_3;prob_5_4;prob_5_5
17;5;1;.9918483;.0053258;.0002717;.0017934;.000163;.0005978;.0203001;.9699911;.0066196;.0022065;.0004413;.0004413;.0043103;0;.9827586;.0086207;0;0;.0150337;.0015552;0;.9823743;0;.0010368;.014218;0;0;.0047393;.9763033;0;.0042194;.0042194;0;.0126582;0;.9789029
17;5;2;.9626623;.0308442;.0016234;.0024351;.0016234;.0008117;.011544;.9639249;.015873;.004329;0;.004329;.0053191;0;.9680851;.0265957;0;0;.0079787;0;0;.9893617;0;0;0;0;0;.1666667;.5;0;0;0;0;0;0;.9791667
17;5;3;.9355766;.0457291;.015962;.0010066;0;.0017256;.0122613;.9637415;.0192678;.0024523;.0003503;.0019268;.0090071;0;.9843448;.0036457;.0004289;.0025735;.0012019;.0012019;.0024038;.9915866;.0024038;.0012019;0;.0188679;.0188679;.0188679;.9245283;0;0;0;0;.010582;0;.989418
17;6;1;.9480519;.0428571;.0051948;0;.0025974;.0012987;.0140845;.9698189;.0060362;.0080483;0;0;.0192308;0;.9679487;.0064103;0;0;0;0;0;.9979079;.0020921;0;.0185185;0;.0185185;0;.9444444;0;.0151515;.0151515;0;.0151515;0;.9545454
17;6;2;.9509091;.0345455;.0090909;.0036364;0;0;.0200573;.9684814;.0057307;.0028653;0;.0028653;.0107527;0;.9677419;.0107527;0;0;0;0;.0076336;.9923664;0;0;0;0;0;0;0;0;0;.030303;0;0;0;.9393939
17;6;3;.9216899;.0471982;.0252784;.0024748;.0007071;.0026516;.0117629;.9620452;.0199184;.0026662;.0004705;.0031368;.0091909;0;.9835678;.004874;.000557;.0018103;.0022104;.0008842;.0017683;.9933687;0;.0017683;.025;0;0;.075;.85;.025;.0041537;.0010384;.0010384;0;0;.9937695
17;7;1;.9891971;.007346;.0004321;.0013828;.0005185;.0011235;.0144033;.9717078;.0087449;.0030864;.0005144;.0015432;0;0;.9858491;.009434;0;.004717;.010688;.001336;0;.987308;.000668;0;.0071429;.0142857;0;.0142857;.9571428;0;.0083682;0;0;.0083682;0;.9832636
17;7;2;.948832;.0344828;.0022247;.0066741;.0022247;.0055617;.0183486;.9525994;.0122324;.0122324;0;.0030581;0;0;.9391304;.026087;0;.0173913;.0017182;.0017182;0;.9914089;.0017182;.0034364;0;0;0;0;.984375;0;0;.0055866;0;0;0;.9888268
17;7;3;.9189726;.0485313;.0140485;.0085143;.0008514;.0090819;.0117818;.9505454;.0187636;.0101818;.0008727;.0078545;.0104611;0;.9690436;.0125961;.000854;.0070453;.0033647;.0030283;.0010094;.9855316;.0010094;.0060565;0;.0045455;.0181818;.0227273;.95;0;.003367;.0020202;.0006734;.0047138;0;.9892256
17;8;1;.9757869;.0121065;0;.0072639;.0024213;.0024213;.0172414;.9612069;.0086207;.0086207;0;.0043103;0;0;.9701493;.0149254;0;0;.0079681;0;0;.9920319;0;0;0;0;0;0;.8571429;0;0;0;0;0;0;.9945355
17;8;2;.9268293;.0243902;0;.0243902;0;.0195122;.0096154;.9519231;.0192308;.0096154;0;0;.0322581;0;.9354839;0;0;0;0;0;0;.9959677;0;0;0;0;0;0;0;0;0;0;0;0;0;1
17;8;3;.9147877;.0409019;.0254326;.0091767;.0015732;.0081279;.0095334;.9443051;.0278475;.0110386;.0010035;.006272;.0085868;0;.9683363;.0123435;.0019678;.0087657;.0017933;.0017933;.0031383;.9894642;.0008967;.0029141;0;0;.0326797;.0196078;.9084967;.0326797;.0010917;.0003639;.0007278;.0018195;0;.9959971
17;9;1;.9498797;.0388933;.0016038;.0020048;.0036087;.0040096;.010817;.9743809;.0071164;.0031312;.0005693;.0039852;.0023419;0;.9812647;.0046838;0;.0117096;.0056818;0;.000947;.9886364;0;.0037879;.0082645;0;0;.0041322;.9793388;.0041322;.0038256;0;0;.0007651;.0007651;.9946442
17;9;2;.9360614;.0498721;.0025575;.0012788;.0038363;.0063939;.0169332;.971778;.0056444;0;0;.0056444;.01;0;.97;.01;0;.01;.0058824;0;0;.9882353;0;0;.0138889;0;0;0;.9722222;0;0;0;0;0;0;1
17;9;3;.9133083;.0534208;.012418;.0058575;.0014058;.0135895;.016352;.9513335;.0182986;.0048667;.0007787;.0083706;.0117683;0;.9634562;.012078;.0021679;.0105296;.0010549;.0035162;.0021097;.9841772;.0010549;.0080872;.0038314;0;.0038314;.0076628;.9808429;0;.0011412;.0011412;.0002853;.0022825;0;.9951498
