region_id;iso_smaf;gr_age;sans_services;dom;rpa;ri;nsa;chsld
6;11;3;.0128246;.0226459;.0285433;.018711;.028731;.0290198
6;12;1;.0014684;.0020559;.008;.000861;.0036765;.0078003
6;12;2;.0061881;.0087108;.0138889;.003829;.0116279;.0079696
6;12;3;.0114286;.016505;.0195548;.01242;.0231766;.0287981
6;13;1;.0033985;.0084698;.0062893;.0016186;.014531;.0096222
6;13;2;.0085878;.0176406;0;.0153846;.0241935;.0156724
6;13;3;.0172127;.0270555;.0268256;.0229213;.023826;.0311092
6;14;1;.0043492;.0039534;0;.0022974;.0070588;.0102489
6;14;2;.0076628;.0245399;.037037;.0130719;.0117647;.0170992
6;14;3;.0181354;.0270546;.0264463;.0381773;.0245758;.0327162
7;1;1;.0010304;.0077695;0;.0054201;0;0
7;1;2;.0025117;.0115067;.025641;0;0;0
7;1;3;.0019222;.0096986;.0116911;0;.0769231;.0185185
7;2;1;.0018156;.0102645;.016129;0;0;0
7;2;2;.0080727;.0171969;.0153846;0;0;0
7;2;3;.002766;.0147101;.0078895;.1111111;0;.0322581
7;3;1;.0021019;.0086957;.0079365;.0032206;0;0
7;3;2;.0056338;.0137615;0;0;0;.25
7;3;3;.0053281;.0174419;.0117208;0;0;0
7;4;1;.0042194;.0097324;.0054496;0;0;0
7;4;2;.0069195;.0166599;.0054945;.0086207;0;0
7;4;3;.0051813;.0159753;.0145058;.0363636;0;0
7;5;1;.000625;.005663;.0035587;.0021768;.0322581;.0267857
7;5;2;.0015349;.0121029;.0031546;.0034722;0;0
7;5;3;.0038743;.0119492;.00887;.0187354;0;.0517241
7;6;1;.0080823;.010327;.0071942;.0018349;.0555556;.0140845
7;6;2;.0097245;.0197694;.011976;0;0;.0375
7;6;3;.0096329;.0176991;.012976;.0149168;.0588235;.0204403
7;7;1;.0003678;.0072771;0;.0014472;0;.0206186
7;7;2;.0021668;.0127119;.0060976;.0072239;0;.0096154
7;7;3;.0042313;.0149049;.01001;.0078064;.020202;.0365239
7;8;1;.0027855;0;.025;0;0;.0036765
7;8;2;.0077922;.0238095;.0162602;.0024691;0;0
7;8;3;.007426;.0151683;.0144977;.0111273;.0481928;.027027
7;9;1;.0060976;.0075949;.0084175;.0106789;.0441176;.0186418
7;9;2;.0158625;.0177515;.009375;.0153257;.0322581;.0206897
7;9;3;.0133006;.0221244;.0229469;.0196234;.0900901;.0310974
7;10;1;.000768;.003856;.0175439;.0009116;0;.0155211
7;10;2;.0035842;.0197044;0;.0029674;0;.0183486
7;10;3;.0096603;.02;.0251572;.0100125;.0225989;.0274266
7;11;1;.0042254;0;0;0;0;.0118343
7;11;2;.0088496;.0410959;.027027;0;0;.015015
7;11;3;.0172806;.0316384;.0353881;.0149533;.0761905;.033152
7;12;1;.001443;.0041152;.0151515;.0016502;0;.0078247
7;12;2;0;.028777;.0294118;.0133333;0;.0117057
7;12;3;.0095932;.023019;.0350701;.0229167;.0628571;.0315201
7;13;1;.0055432;.0052632;0;.0117096;0;.0110213
7;13;2;.013986;.0434783;0;.0769231;0;.0233853
7;13;3;.0258675;.0315552;.052521;.040146;.0666667;.0389587
7;14;1;.0034924;.0052265;0;.006812;0;.0171429
7;14;2;.0185185;.0344828;.1428571;0;0;.0254902
7;14;3;.0206009;.0291878;.0521739;.0291262;.0666667;.0354436
8;1;1;.0009076;.005596;.027027;.0062893;0;0
8;1;2;.0018955;.0073389;0;0;0;0
8;1;3;.0021047;.0089547;.0091625;0;0;.0204082
8;2;1;.0023799;.0039788;.0140845;.02;0;0
8;2;2;.0037054;.0170758;.0357143;0;0;0
8;2;3;.0040928;.0137768;.0111924;0;0;0
8;3;1;.0030048;.0097561;.0067114;0;0;0
8;3;2;0;.0224719;.0135135;0;0;0
8;3;3;.0043391;.0161527;.0078616;.0044053;0;0
8;4;1;.0040759;.0081241;.0027624;.025641;0;0
8;4;2;.0080378;.0123142;0;0;0;0
8;4;3;.0062786;.0123646;.0113674;.0228311;0;.0210526
8;5;1;0;.0024287;0;.0023923;0;0
8;5;2;.007362;0;0;0;0;.0294118
8;5;3;.0041054;.0130865;.0079192;.0230947;0;.0171674
8;6;1;.0057034;.0243161;.0153846;.005618;.03125;.030303
8;6;2;.0096852;.0357143;.0181818;0;0;0
8;6;3;.0058579;.016964;.0158866;.0160214;0;.0200893
8;7;1;.0004488;.0029112;0;.0038462;0;.0180995
8;7;2;.0026247;.0096386;0;0;0;.0064103
8;7;3;.0045536;.0104952;.0083378;.0156344;0;.0280083
8;8;1;0;0;0;0;0;.0137931
8;8;2;.0067568;0;0;.0125;0;.0033445
8;8;3;.0112163;.0196232;.016262;.0183352;0;.0288043
8;9;1;.0074779;.0111902;0;.0039841;0;.0123077
8;9;2;.0163934;.0141844;.0357143;0;0;.0327273
8;9;3;.0204259;.020345;.0234267;.020934;0;.03265
8;10;1;.0005984;.0019646;.0394737;0;0;.011976
8;10;2;.0080645;.0113636;0;0;0;.0081967
8;10;3;.0156006;.0206398;.017316;.02;0;.0312705
8;11;1;0;.0117647;0;.0077519;0;.0087719
8;11;2;.0434783;0;0;0;0;.0040323
8;11;3;.0285714;.0220713;.0332871;.0722222;0;.0423358
8;12;1;.0004963;0;0;.0039216;0;.004386
8;12;2;.0232558;.029703;0;.0196078;0;.0200669
8;12;3;.0215463;.0189229;.0287425;.0326531;0;.033068
8;13;1;0;.0039683;0;0;0;.0177384
8;13;2;.0333333;.1428571;0;0;0;.0180412
8;13;3;.026087;.027027;.0375;.0625;0;.0363293
8;14;1;.0006935;.0067568;0;0;0;.0148148
8;14;2;0;.5;.2;0;0;.015873
8;14;3;.0110619;.0282486;.0909091;.125;0;.0524846
9;1;1;.0013095;.0071194;0;0;0;0
9;1;2;.0019881;.0108878;0;0;0;0
9;1;3;.00168;.0072294;.0083222;.06;0;.1111111
9;2;1;.0007151;.0084135;0;0;0;0
9;2;2;.0031949;.002681;0;0;0;0
9;2;3;.0024229;.0143069;.0079365;.025;0;0
9;3;1;.0015198;.0128205;0;.002611;0;0
9;3;2;.0093458;.0149254;0;0;0;0
9;3;3;.0017575;.009311;.0123203;0;0;0
9;4;1;.001402;.006135;0;.0126582;0;0
9;4;2;.0009132;.0131004;.0147059;.025641;0;0
9;4;3;.0053248;.0119755;.010809;.0227273;0;0
9;5;1;.0010743;.0074074;0;.0009166;0;0
9;5;2;0;.004329;.0125;.0069204;0;0
9;5;3;.0043141;.0087895;.014549;.005291;.0434783;0
9;6;1;.0113208;.0047619;0;.0109091;0;0
9;6;2;.0065359;.0060976;.0212766;0;0;.0322581
9;6;3;.0094675;.0145215;.011194;.0150115;.0869565;.0074627
9;7;1;.0013527;0;0;.0027855;0;0
9;7;2;.005988;.0114504;1;0;0;0
9;7;3;.0053166;.0104353;.0056391;.0125;.0515021;.0158014
9;8;1;0;.0134228;0;.010101;0;0
9;8;2;0;.1111111;0;0;0;0
9;8;3;.0070352;.0165441;.0155091;.0127849;.0413793;.0119048
9;9;1;.0027223;.0086436;.0078125;.0066445;.0142857;.0081633
9;9;2;.0105541;.0092937;.0392157;0;0;.0204082
9;9;3;.0088868;.0204017;.0226171;.0114596;.03663;.0265226
9;10;1;0;.0070175;.1;.0023474;.0344828;0
9;10;2;0;0;0;0;.0277778;.0277778
9;10;3;.0076775;.0142566;.0179856;.0080071;.0288582;.0204819
9;11;1;.0121951;.0172414;0;0;0;.0255102
9;11;2;0;.0188679;0;0;0;0
9;11;3;.015444;.0199115;.0583942;.0286533;.040293;.0308077
9;12;1;0;.005814;0;0;0;0
9;12;2;0;.025641;0;.0108696;0;0
9;12;3;.0090703;.0184729;.0258303;.015544;.0262009;.0297787
9;13;1;0;.003268;.0625;0;0;.0027624
9;13;2;.3333333;.0422535;0;0;0;.009009
9;13;3;.0258621;.0364963;.0212766;.0566038;.0359043;.0370575
9;14;1;0;0;0;0;.02;.0108303
9;14;2;.0408163;.0714286;0;0;.0517241;.03125
9;14;3;.0136986;.0506329;.0666667;.0238095;.0225499;.0336096
10;1;1;.0023935;.0031185;0;0;0;0
10;1;2;.0025189;.0040323;0;0;0;0
10;1;3;.0060759;.0027911;.0035587;1;0;0
10;2;1;0;.0107527;0;0;0;0
10;2;2;.0108696;.0306122;0;0;0;0
10;2;3;.0046512;.010989;.0162602;0;0;0
10;3;1;0;.1052632;0;0;0;0
10;3;2;0;0;0;0;0;0
10;3;3;0;0;.0080645;0;0;0
10;4;1;.0033003;.0191388;0;0;0;0
10;4;2;0;0;0;0;0;0
10;4;3;.0086207;.0152027;.0117994;.05;0;0
10;5;1;0;0;0;.0147059;0;0
10;5;2;.0416667;0;0;0;0;0
10;5;3;.0045249;.0137363;.0055556;.012987;0;0
10;6;1;0;0;0;.0227273;0;0
10;6;2;0;0;0;0;0;0
10;6;3;.0117647;.015873;.0330578;.0217391;0;.0384615
10;7;1;0;0;0;.0149254;0;0
10;7;2;0;0;0;0;0;0
10;7;3;0;.0306122;.0134228;.0045249;0;.0051546
10;8;1;0;0;0;0;0;0
10;8;2;0;0;0;0;0;.1111111
10;8;3;.0092593;0;0;.0101523;0;.04375
10;9;1;.04;0;0;0;0;.0063291
10;9;2;0;0;0;0;0;0
10;9;3;.0294118;.0344828;0;.0294118;0;.05
10;10;1;0;0;0;0;0;0
10;10;2;0;0;0;0;0;1
10;10;3;.0147059;0;0;.0144928;0;.04811
10;11;1;0;0;0;0;0;0
10;11;2;0;0;0;0;0;.1
10;11;3;0;.0212766;0;.037037;0;.1285714
10;12;1;0;0;0;0;0;0
10;12;2;0;0;0;0;0;.1428571
10;12;3;0;0;0;.0064103;0;.0384615
10;13;1;0;0;0;0;0;0
10;13;2;0;0;0;0;0;.037037
10;13;3;0;.1111111;0;.0434783;0;.0266667
10;14;1;0;0;0;0;0;.0217391
10;14;2;0;0;0;0;0;0
10;14;3;0;.1333333;0;.25;0;.0704225
11;1;1;.0014896;.0119233;0;.0063694;0;0
11;1;2;.0010055;.0134771;.0243902;0;0;0
11;1;3;.0019422;.0096192;.0086342;0;0;0
11;2;1;.0032103;.0165394;0;0;0;0
11;2;2;.0033223;.012685;0;0;0;0
11;2;3;.0033762;.0136437;.0086207;0;0;0
11;3;1;.0017575;0;.0425532;0;0;0
11;3;2;0;.0138889;.0131579;0;0;0
11;3;3;.003994;.0148699;.0066189;0;0;0
11;4;1;.0039761;.0123217;.005988;0;0;0
11;4;2;.0060827;.0197095;0;0;0;0
11;4;3;.005131;.0125985;.013341;0;0;.04
11;5;1;.0005472;.007362;0;.0017007;0;.125
11;5;2;.0046296;.0174419;0;0;0;.1111111
11;5;3;.0036242;.013482;.0078568;.0166667;.0909091;.0454545
11;6;1;.0020921;.0101781;.0064935;.0060606;0;.0526316
11;6;2;0;.0128755;.005291;0;0;1
11;6;3;.01012;.0157887;.0108803;.0202899;.1;.0408163
11;7;1;.0007496;0;0;.0031646;0;.05
11;7;2;.0109649;.0036101;0;0;0;.0909091
11;7;3;.0039973;.0100771;.0137059;.009922;.0212766;.0534125
11;8;1;.0107527;.006135;.0104167;0;.0833333;0
11;8;2;.0063291;.0139535;0;.011236;0;1
11;8;3;.0088545;.0184375;.0161045;.0112676;.037037;.0641711
11;9;1;.0105691;.0108794;.0163934;.0050891;.009434;.021645
11;9;2;.0259366;.0211817;.0088106;.01;0;.030303
11;9;3;.0107854;.0216529;.0172823;.022293;.0213675;.027408
11;10;1;.001171;.0041754;0;.0029851;.0153846;.0326087
11;10;2;0;.012987;0;0;.0416667;.0310078
11;10;3;.0148402;.0193299;.0195865;.0104754;.0230216;.0268107
11;11;1;.0036232;.0167131;0;0;0;.0253165
11;11;2;.0340909;.0235294;0;0;0;.0140845
11;11;3;.008872;.0331858;.0345423;.0240481;.0527344;.036855
11;12;1;0;.0022124;0;.009901;0;.0067114
11;12;2;.0117647;0;.0666667;.0152672;0;0
11;12;3;.0114811;.0221745;.0206659;.023569;.0358566;.0300154
11;13;1;.0145631;.0116822;0;.0057143;.0104167;.014862
11;13;2;.015625;.0253165;0;0;0;.0316742
11;13;3;.0498339;.0327198;.0059172;.0336134;.0460048;.0334058
11;14;1;.0041152;.0135135;0;.0119048;0;.0159236
11;14;2;.0526316;.025;.2;.0169492;.0384615;.032967
11;14;3;.0108696;.0410959;.0253165;.0496894;.055794;.0337041
12;1;1;.000362;.0061385;.0041152;0;0;0
12;1;2;.0032907;.0106432;0;0;0;0
12;1;3;.001978;.0081335;.0078626;0;0;.0212766
12;2;1;.0005916;.0051975;0;0;0;0
12;2;2;.0042694;.0087719;0;0;0;0
